"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 08월 03일","40.93","40.67","40.97","40.40","128.94K","2.17%"
"2020년 08월 02일","40.06","40.06","40.06","40.06","-","0.00%"
"2020년 07월 31일","40.06","40.11","40.39","39.90","590.28K","-0.82%"
"2020년 07월 30일","40.39","40.77","40.85","40.10","150.61K","-2.06%"
"2020년 07월 29일","41.24","41.11","41.49","41.01","65.66K","-0.15%"
"2020년 07월 28일","41.30","41.06","41.53","40.87","86.93K","0.81%"
"2020년 07월 27일","40.97","40.69","40.99","40.60","109.09K","2.40%"
"2020년 07월 26일","40.01","40.01","40.01","40.01","-","0.00%"
"2020년 07월 25일","40.01","40.01","40.01","40.01","-","0.00%"
"2020년 07월 24일","40.01","40.01","40.46","39.83","136.76K","-2.04%"
"2020년 07월 23일","40.85","40.91","41.02","40.38","158.18K","1.08%"
"2020년 07월 22일","40.41","40.64","40.80","40.16","61.96K","-0.69%"
"2020년 07월 21일","40.69","40.79","40.94","40.23","208.64K","1.19%"
"2020년 07월 20일","40.21","40.05","40.24","39.38","168.47K","4.39%"
"2020년 07월 17일","38.52","37.90","38.61","37.75","308.47K","0.71%"
"2020년 07월 16일","38.25","38.72","38.91","37.32","45.14K","-2.67%"
"2020년 07월 15일","39.30","39.72","39.96","39.03","42.85K","-0.96%"
"2020년 07월 14일","39.68","39.45","39.98","39.00","45.87K","-0.85%"
"2020년 07월 13일","40.02","40.05","40.90","39.95","87.03K","3.06%"
"2020년 07월 12일","38.83","38.83","38.83","38.83","-","0.00%"
"2020년 07월 11일","38.83","38.83","38.83","38.83","-","0.00%"
"2020년 07월 10일","38.83","38.75","39.00","38.69","57.68K","-0.05%"
"2020년 07월 09일","38.85","39.33","39.44","38.79","45.69K","-0.36%"
"2020년 07월 08일","38.99","38.86","39.08","38.38","44.23K","3.28%"
"2020년 07월 07일","37.75","38.08","38.08","37.70","67.10K","-0.45%"
"2020년 07월 06일","37.92","37.45","38.00","37.20","90.66K","7.79%"
"2020년 07월 05일","35.18","35.18","35.18","35.18","-","0.00%"
"2020년 07월 04일","35.18","35.18","35.18","35.18","-","0.00%"
"2020년 07월 02일","35.18","35.10","35.47","34.96","35.86K","1.94%"
"2020년 07월 01일","34.51","34.54","34.69","34.35","32.88K","1.11%"
"2020년 06월 30일","34.13","33.98","34.13","33.85","21.16K","0.47%"
"2020년 06월 29일","33.97","33.40","34.11","33.25","37.05K","1.31%"
"2020년 06월 26일","33.53","34.20","34.20","33.45","153.93K","-2.27%"
"2020년 06월 25일","34.31","34.20","34.56","34.10","52.77K","-0.58%"
"2020년 06월 24일","34.51","34.07","34.65","33.90","439.89K","-0.32%"
"2020년 06월 23일","34.62","35.23","35.27","34.50","35.67K","-0.35%"
"2020년 06월 22일","34.74","34.91","35.10","34.64","25.75K","0.40%"
"2020년 06월 19일","34.60","35.21","35.25","34.50","12.30K","-0.35%"
"2020년 06월 18일","34.72","34.82","35.00","34.71","10.76K","-0.88%"
"2020년 06월 17일","35.03","35.18","35.43","35.02","21.40K","0.06%"
"2020년 06월 16일","35.01","35.77","35.77","34.59","60.48K","2.55%"
"2020년 06월 15일","34.14","33.80","34.50","33.30","31.72K","-2.68%"
"2020년 06월 12일","35.08","35.44","35.82","34.75","20.99K","1.45%"
"2020년 06월 11일","34.58","36.19","36.24","34.55","59.17K","-7.27%"
"2020년 06월 10일","37.29","37.86","37.86","37.00","30.59K","-1.77%"
"2020년 06월 09일","37.96","38.14","38.45","37.01","39.34K","-1.76%"
"2020년 06월 08일","38.64","38.66","38.67","38.10","89.40K","1.55%"
"2020년 06월 07일","38.05","38.05","38.05","38.05","-","0.00%"
"2020년 06월 05일","38.05","38.07","38.25","36.84","47.85K","4.30%"
"2020년 06월 04일","36.48","36.15","36.76","36.03","23.17K","1.47%"
"2020년 06월 03일","35.95","35.62","35.98","35.27","20.23K","2.71%"
"2020년 06월 02일","35.00","34.82","35.17","34.70","25.41K","1.24%"
"2020년 06월 01일","34.57","33.95","34.77","33.95","24.75K","2.31%"
"2020년 05월 29일","33.79","33.86","34.00","33.10","36.41K","-0.62%"
"2020년 05월 28일","34.00","34.00","34.55","33.90","35.25K","1.10%"
"2020년 05월 27일","33.63","33.09","33.75","32.96","18.85K","2.18%"
"2020년 05월 26일","32.91","33.21","33.40","32.90","26.92K","1.46%"
"2020년 05월 22일","32.44","32.55","32.75","32.22","21.89K","-1.10%"
"2020년 05월 21일","32.80","32.83","32.92","32.74","14.24K","-0.06%"
"2020년 05월 20일","32.82","32.58","32.96","32.10","37.61K","2.56%"
"2020년 05월 19일","32.00","32.14","32.35","31.95","32.47K","-1.84%"
"2020년 05월 18일","32.60","32.00","32.86","31.73","21.18K","5.20%"
"2020년 05월 15일","30.99","31.02","31.23","30.50","26.49K","0.39%"
"2020년 05월 14일","30.87","30.32","30.93","30.02","21.02K","-0.77%"
"2020년 05월 13일","31.11","31.33","31.38","30.48","25.59K","-0.10%"
"2020년 05월 12일","31.14","31.73","31.73","31.01","11.04K","-2.57%"
"2020년 05월 11일","31.96","31.30","31.97","31.25","28.17K","1.91%"
"2020년 05월 08일","31.36","31.36","31.36","31.10","16.74K","0.90%"
"2020년 05월 07일","31.08","30.98","31.30","30.86","19.35K","0.03%"
"2020년 05월 06일","31.07","31.12","31.25","30.85","8.00K","0.19%"
"2020년 05월 05일","31.01","30.37","31.01","30.00","24.42K","3.75%"
"2020년 05월 04일","29.89","29.72","30.23","29.60","24.64K","-0.13%"
"2020년 05월 03일","29.93","29.93","29.93","29.93","-","0.00%"
"2020년 05월 02일","29.93","29.93","29.93","29.93","-","0.00%"
"2020년 05월 01일","29.93","31.00","31.36","29.87","16.23K","-4.56%"
